Date,Close_price,Individual,Foreigner,Organ,Finance,Insurance,Investment,Bank,Other_finance,Pension_fund,Other_corporations,Other_foreiner,Private_fund
2022-09-07,"56,000","5,677,741","-4,603,592","-1,159,481","-392,099","-159,567","-108,429","-3,855","13,301","-494,596","75,005","10,327","-14,236"
2022-09-06,"57,100","1,172,502","-725,408","-466,757","-170,824","-9,337","13,956","44,636","15,482","-459,677","21,441","-1,778","99,007"
2022-09-05,"57,100","1,707,434","-2,489,024","704,031","932,539","-95,957","2,460","8,249",195,"-198,879","81,294","-3,735","55,424"
2022-09-02,"57,500","5,403,602","-3,904,648","-1,630,022","-1,054,221","-101,712","-100,393","6,603","-21,776","-358,936","119,284","11,784",413
2022-09-01,"58,400","4,383,721","-567,987","-3,869,597","-2,633,045","-33,570","-217,493","10,521","1,969","-333,874","42,645","11,218","-664,105"
2022-08-31,"59,700","-894,916","3,070,590","-2,162,350","-1,290,090","48,540","-38,697","-8,907","2,809","-895,703","-13,878",554,"19,698"
2022-08-30,"58,800","2,288,009","-1,899,407","-440,899","-118,067","-39,007","-99,951","-19,353","25,052","-120,414","45,185","7,112","-69,159"
2022-08-29,"58,600","3,530,616","-557,309","-3,027,342","-1,817,487","-98,715","-270,596","12,083","12,253","-474,214","35,139","18,896","-390,666"
2022-08-26,"60,000","-977,601","691,375","218,517","156,227","49,675","135,819","-12,905","-4,069","-274,137","69,326","-1,617","167,907"
2022-08-25,"59,700","-385,711","595,739","-277,026","-31,665","41,345","-34,513","-3,967","-2,320","-206,041","65,912","1,086","-39,865"
2022-08-24,"59,000","1,659,013","136,226","-1,844,187","-909,163","81,190","-151,003","14,114","1,295","-687,459","46,179","2,769","-193,161"
2022-08-23,"59,100","2,393,309","-964,419","-1,397,835","-19,865","-23,899","-563,369","7,665","1,181","-572,336","-42,976","11,921","-227,212"
2022-08-22,"60,000","1,424,086","-195,845","-1,250,164","-495,717","-16,079","-49,506","22,194","-1,405","-640,253","11,512","10,411","-69,398"
2022-08-19,"60,900","632,127","-311,541","-340,685","-72,739","42,856","174,779","-9,394","5,640","-840,566","19,985",114,"358,739"
2022-08-18,"61,500","-2,961,557","4,448,223","-1,356,217","-943,961","72,548","-49,751","-10,500","2,680","-918,604","-117,210","-13,239","491,371"
2022-08-17,"60,400","787,385","-427,927","-175,196","366,845","-53,232","-63,886","20,992",-381,"-466,965","-188,487","4,225","21,431"
2022-08-16,"61,000","-1,403,568","1,198,195","36,256","177,377","82,093","5,630","-20,679","-2,493","-245,947","175,560","-6,443","40,275"
2022-08-12,"60,200","-302,555","-9,824","-45,987","521,345","-139,468","-3,383","-8,000","3,650","-373,490","351,791","6,575","-46,641"
2022-08-11,"59,900","820,899","-2,151,903","1,294,109","1,792,284","1,590","-29,380","1,614",340,"-630,697","33,597","3,298","158,358"
2022-08-10,"59,100","4,299,482","-1,980,503","-2,490,116","-519,904","-213,306","-491,839","18,299","1,060","-1,228,331","149,057","22,080","-56,095"
2022-08-09,"60,000","3,585,972","-3,822,047","178,215","483,520","-132,188","-455,427","-17,343","1,871","375,246","24,354","33,506","-77,464"
2022-08-08,"60,800","2,109,595","-284,342","-1,858,719","-1,111,397","-238,458","-138,932","5,149",-20,"-115,799","13,045","20,421","-259,262"
2022-08-05,"61,500","280,820","-597,122","340,000","285,357","107,127","-14,622","9,454","8,629","-88,701","-33,925","10,227","32,756"
2022-08-04,"61,500","-149,800","917,245","-759,890","-911,597","21,100","32,523","13,000","2,135","-24,071","4,758","-12,313","107,020"
2022-08-03,"61,300","1,502,719","-188,220","-1,335,262","-391,962","-134,671","-172,233","5,216",-18,"-492,838","12,943","7,820","-148,756"
2022-08-02,"61,700","-994,515","3,525,402","-2,516,301","-1,691,891","38,716","-261,783","1,239","6,171","-419,943","-15,849","1,263","-188,810"
2022-08-01,"61,300","530,487","553,991","-1,053,375","-582,488","-3,178","-97,261","9,539","12,741","-524,670","-37,832","6,729","131,942"
2022-07-29,"61,400","1,235,234","-1,007,938","-150,868","1,009,489","21,270","-228,706","-6,961","7,568","-480,867","-9,000","-67,428","-472,661"
2022-07-28,"61,900","-208,569","777,117","-560,065","-34,404","-57,741","-39,132","-22,591","9,186","-271,388","-9,015",532,"-143,995"
2022-07-27,"61,800","47,874","290,009","-315,249","806,742","64,362","-144,539","-4,017",-70,"-1,052,624","-23,920","1,286","14,897"
2022-07-26,"61,700","-549,225","949,041","-397,548","79,402","-34,126","-30,197","2,033",-400,"-452,148",-969,"-1,299","37,888"
2022-07-25,"61,100","-73,793","-125,234","247,717","774,297","11,665","96,384",0,450,"-684,992","-21,464","-27,226","49,913"
2022-07-22,"61,300","1,022,114","739,607","-1,862,181","-642,638","-84,318","-12,119","8,797","-26,800","-999,617","88,228","12,232","-105,486"
2022-07-21,"61,800","-1,905,664","2,956,004","-984,231","-856,119","-74,455","212,119","1,923","4,904","-483,969","-79,245","13,136","211,366"
2022-07-20,"60,500","2,446,298","-3,146,879","41,343","-87,424","-74,505","-148,249","12,840","4,546","372,888","659,897",-659,"-38,753"
2022-07-19,"60,900","1,282,564","-1,065,181","-276,212","-830,540","102,180","-30,858","17,483","19,210","564,545","53,085","5,744","-118,232"
2022-07-18,"61,900","-2,118,292","3,500,045","-1,243,492","-1,221,442","23,444","-15,443","62,353","-70,104","-143,909","-120,570","-17,691","121,609"
2022-07-15,"60,000","-4,467,156","5,425,292","-908,681","-1,355,640","135,770","198,782","-24,505","-8,214","-14,084","-43,814","-5,641","159,210"
2022-07-14,"57,500","1,221,298","2,743,002","-4,061,258","-3,875,971","22,075","-49,541","4,317","2,556","-180,128","94,026","2,932","15,434"
2022-07-13,"58,000","457,539","-2,099,474","1,628,232","960,413","52,897","86,283","10,572","3,053","490,866","16,482","-2,779","24,148"
2022-07-12,"58,100","139,534","46,179","-194,812","-679,151","110,559","-41,393","22,352","-10,971","430,358","6,910","2,189","-26,566"
2022-07-11,"58,800","-913,701","1,473,381","-565,386","-430,236","50,063","41,999","-3,981","-9,828","-193,023","8,222","-2,516","-20,380"
2022-07-08,"58,700","-478,687","1,447,705","-1,042,432","-752,303","100,561","76,628","21,581","6,343","-470,979","-13,597","87,011","-24,263"
2022-07-07,"58,200","-4,286,093","2,687,505","1,646,128","994,966","113,997","418,457",945,"2,130","73,617","-32,614","-14,926","42,016"
2022-07-06,"56,400","2,297,845","-166,617","-2,157,157","-2,124,300","17,421","61,358","11,189","-3,403","-112,404","20,979","4,950","-7,018"
2022-07-05,"57,200","1,082,824","-1,807,595","660,414","235,509","193,320","207,150","-9,967","13,081","-55,643","51,284","13,073","76,964"
2022-07-04,"57,100","-1,831,977","-858,032","2,735,439","2,362,697","48,606","-72,823","-30,779","17,574","314,072","-25,389","-20,041","96,092"
2022-07-01,"56,200","3,813,964","-3,892,653","11,066","756,533","-27,941","-209,086","-65,153",-156,"-349,539","52,433","15,190","-93,592"
2022-06-30,"57,000","4,000,911","-3,004,887","-989,488","-979,110","79,854","3,025","26,845","11,156","-138,796","-19,191","12,655","7,538"
2022-06-29,"58,000","3,372,892","-1,022,747","-2,474,524","-2,515,295","19,944","-45,431","14,000","-8,904","69,159","82,258","42,121","-7,997"
2022-06-28,"59,400","899,603","149,670","-1,057,605","-178,881","25,300","-23,606","-14,848","-2,305","-806,525","9,871","-1,539","-56,740"
2022-06-27,"58,800","859,616","1,307,995","-2,245,041","-1,562,077","108,343","169,538","-10,087","-22,373","-969,471","90,419","-12,989","41,086"
2022-06-24,"58,400","-866,114","-1,918,810","2,769,922","3,107,687","-72,840","44,396","-37,619","-8,281","-371,977","5,945","9,057","108,556"
2022-06-23,"57,400","-785,554","-3,928,383","4,836,938","4,976,273","67,197","151,143","-24,565","-20,473","-346,152","-118,522","-4,479","33,515"
2022-06-22,"57,600","1,480,399","-971,531","-598,567","-240,082","-14,555","-109,552","-7,126","-6,347","-346,018","84,263","5,436","125,113"
2022-06-21,"58,500","1,663,413","-3,696,524","1,928,480","2,405,748","-29,463","-140,461","8,387",301,"-282,837","111,750","-7,119","-33,195"
2022-06-20,"58,700","2,139,454","-4,429,640","2,236,709","2,336,239","-5,224","-28,152","3,399","26,298","-61,619","40,158","13,319","-34,232"
2022-06-17,"59,800","6,494,723","-7,355,651","612,667","1,764,379","-114,845","-453,608","54,668","24,249","-473,784","209,737","38,524","-188,392"
2022-06-16,"60,900","685,287","-552,199","-223,863","209,601","-14,528","14,150","-29,652","-48,134","-346,840","71,295","19,480","-8,460"
2022-06-15,"60,700","3,730,369","-4,324,395","526,298","617,784","-43,153","-86,095","2,575","14,655","-621,588","61,968","5,760","642,120"
2022-06-14,"61,900","588,203","-1,154,038","390,583","623,213","-69,691","71,902","-50,463","3,000","-161,545","158,836","16,416","-25,833"
2022-06-13,"62,100","3,222,323","-2,813,392","-511,162","234,735","-210,523","-50,997","-71,790","4,787","-130,427","79,304","22,927","-286,947"
2022-06-10,"63,800","10,428,214","-9,306,686","-1,133,682","-925,727","29,089","-256,036","-11,803","9,920","135,388","-31,101","43,255","-114,513"
2022-06-09,"65,200","5,858,885","-6,429,047","448,925","3,507,497","-366,707","-986,680","-17,311",-467,"-1,467,577","97,635","23,602","-219,830"
2022-06-08,"65,300","3,436,553","-3,078,301","-394,294","31,747","-65,465","9,813","-4,963","1,990","-262,228","26,328","9,714","-105,188"
2022-06-07,"65,500","7,873,193","-4,145,083","-3,831,242","-2,754,730","29,356","-164,776","39,244","-1,600","-799,106","79,348","23,784","-179,630"
2022-06-03,"66,800","-354,907","-482,688","855,933","830,383","-57,138","-6,137",977,"2,198","77,900","-7,021","-11,317","7,750"
2022-06-02,"66,700","3,617,723","-563,250","-3,211,366","-2,794,206","-18,287","-121,221","5,126","-2,689","-151,544","141,287","15,606","-128,545"
2022-05-31,"67,400","2,009,351","1,410,395","-3,504,193","-2,436,183","-76,249","-336,502","1,734","-3,144","-388,177","62,380","22,067","-265,672"
2022-05-30,"67,700","-2,790,604","1,589,435","1,227,540","1,514,907","-12,091","99,413","-10,095","2,826","-358,826","3,658","-30,029","-8,594"
2022-05-27,"66,500","-738,811","-1,523,239","2,272,499","2,161,109","15,719","-40,089","-1,209","-2,649","110,706","-16,453","6,004","28,912"
2022-05-26,"65,900","3,158,014","-1,244,984","-1,975,909","-273,740","-39,649","-243,295","7,098",-462,"-1,279,212","47,451","15,428","-146,649"
2022-05-25,"66,400","1,367,749","-2,261,361","883,770","2,076,112","16,478","-56,363","2,000",-658,"-584,730","6,815","3,027","-569,069"
2022-05-24,"66,500","3,997,412","-2,402,526","-1,564,764","-663,564","-10,280","-94,479","9,102","19,002","-460,907","-47,068","16,946","-363,638"
2022-05-23,"67,900","344,533","-302,930","-2,489","1,229,066",261,"-215,357","-10,902","17,300","-261,095","-45,604","6,490","-761,762"
2022-05-20,"68,000","-1,007,692","-1,456,744","2,468,619","2,867,562","-95,986","51,041","7,300","-52,655","8,931","-8,685","4,502","-317,574"
2022-05-19,"67,500","1,398,156","14,309","-1,402,888","-1,534,167","19,741","68,083","11,862","-22,620","131,941","-6,110","-3,467","-77,728"
2022-05-18,"68,100","-537,095","1,656,817","-1,138,543","-1,348,534","17,905","285,679","15,114","-24,539","-169,419","20,708","-1,887","85,251"
2022-05-17,"67,600","-3,439,268","180,057","3,262,345","2,212,065",521,"516,282",-171,"-17,075","132,017","22,566","-25,700","418,706"
2022-05-16,"66,300","304,771","-98,326","-285,577","-712,617","-56,683","27,185","3,084","-52,891","211,184","70,856","8,276","295,161"
2022-05-13,"66,500","-2,470,541","-1,242,156","3,692,002","2,736,462","-63,543","117,487","-4,445","-28,309","537,948","24,680","-3,985","396,402"
2022-05-12,"64,900","2,804,774","-1,824,087","-1,126,520","-618,719","10,317","-59,620","11,997","-23,510","-368,414","128,114","17,719","-78,571"
2022-05-11,"65,700","1,149,197","-270,031","-972,900","-923,569","-26,177","109,866",161,"-6,880","-109,618","84,020","9,714","-16,683"
2022-05-10,"65,700","1,932,988","-2,043,787","107,882","209,913","-30,494","-14,474",-853,"-57,792","20,421","2,076",841,"-18,839"
2022-05-09,"66,100","1,303,916","-1,014,061","-333,851","351,379","-66,909","222,203","-14,081","-4,100","-814,441","32,845","11,151","-7,902"
2022-05-06,"66,500","5,081,286","-4,188,980","-1,022,344","-775,864","-49,629","-57,298","-14,351",,"74,066","92,161","37,877","-199,268"
2022-05-04,"67,900","549,222","-306,543","-262,439","180,944","-1,568","21,553","-20,505","-45,257","-463,148","13,825","5,935","65,542"
2022-05-03,"67,500","-383,821","524,651","-149,467","-816,823","34,598","369,590","-2,389","1,903","-181,890","1,723","6,914","445,544"
2022-05-02,"67,300","1,170,327","-831,919","-377,930","-456,451","-75,493","293,471","-1,486","-95,394","-120,934","45,651","-6,129","78,357"
2022-04-29,"67,400","-4,267,626","1,523,108","3,071,613","832,719","192,733","696,221","12,473","2,150","705,483","-327,885",790,"629,834"
2022-04-28,"64,800","4,050,337","-3,783,774","-430,481","-358,433","-21,117","2,582","-1,166",2,"-22,132","148,952","14,966","-30,217"
2022-04-27,"65,000","6,266,748","-5,192,156","-1,216,735","-510,098","-25,127","-198,731","-5,188","-1,630","-360,177","128,374","13,769","-115,784"
2022-04-26,"66,100","3,529,697","-4,535,816","842,180","671,657","-89,042","24,186","1,908","4,200","243,434","157,480","6,459","-14,163"
2022-04-25,"66,300","4,419,019","-3,001,889","-1,531,424","-905,338",642,"-65,314","2,096","-2,988","-456,107","99,077","15,217","-104,415"
2022-04-22,"67,000","3,128,990","-449,462","-2,734,495","-2,511,703",-87,"-18,784","3,021","-1,543","-124,675","49,034","5,933","-80,724"
2022-04-21,"67,700","-1,173,792","-712,326","1,997,294","2,004,393","-28,998","-165,891","-13,986","5,841","197,025","-103,992","-7,184","-1,090"
2022-04-20,"67,400","3,166,949","-1,934,989","-1,281,505","-1,201,366","72,689","55,256","4,472","9,929","-103,451","39,039","10,506","-119,034"
2022-04-19,"67,300","174,933","-1,792,261","1,483,612","472,615","88,833","217,560","18,323",-365,"563,160","127,618","6,098","123,486"
2022-04-18,"66,700","1,342,068","-1,244,426","-95,066","-164,736",-562,"118,008",31,,"2,122","-6,759","4,183","-49,929"
2022-04-15,"66,600","6,535,624","-3,060,620","-3,624,702","-2,403,830","-33,784","-42,118","15,701",888,"-987,168","130,325","19,373","-174,391"
2022-04-14,"67,500","4,588,327","-2,766,634","-1,980,461","55,824","4,307","-116,978","7,565","-8,885","-1,904,787","148,130","10,638","-17,507"
2022-04-13,"68,700","-1,212,189","-30,832","1,232,276","918,587","-99,376","131,351","-10,027","29,096","-18,257","9,593","1,152","280,902"
2022-04-12,"67,000","4,002,245","-2,630,999","-1,437,134","-483,090","-213,159","-223,349","38,412","24,203","-547,258","52,762","13,126","-32,893"
2022-04-11,"67,900","1,653,071","-1,286,352","-457,725","-259,094","-69,824","-55,416",-253,"-37,292","17,804","85,467","5,539","-53,650"
2022-04-08,"67,800","5,144,911","-5,012,754","-254,914","-265,090","-95,001","-136,737","-13,878","1,000","289,797","94,897","27,860","-35,005"
2022-04-07,"68,000","8,202,680","-5,801,699","-2,450,272","-1,769,757","41,402","-508,629","-13,041","1,892","-159,088","17,732","31,559","-43,051"
2022-04-06,"68,500","7,805,595","-5,295,763","-2,653,141","-1,563,467","-101,602","-252,422","-34,501","-2,131","-644,244","112,255","31,054","-54,774"
2022-04-05,"69,200","1,477,518","-317,301","-1,218,680","-780,024","-57,220","-73,303",46,-180,"-339,716","52,783","5,680","31,717"
2022-04-04,"69,300","1,832,784","-1,353,312","-506,867","-139,884","-34,655","-27,343","3,517","-1,500","-312,552","19,250","8,145","5,550"
2022-04-01,"69,100","6,516,158","-2,326,533","-4,258,150","-2,836,298","-28,149","-201,656","-14,589",,"-1,071,746","47,264","21,261","-105,712"
2022-03-31,"69,600","3,155,394","-3,222,419","2,692","657,859","-170,862","-189,413",300,"-2,292","-267,577","58,802","5,531","-25,323"
2022-03-30,"69,900","1,882,878","-1,756,682","-165,695","879,379","57,040","-366,881","7,670","9,281","-686,380","31,788","7,711","-65,804"
2022-03-29,"70,200","-248,958","-635,791","950,245","1,781,891","-30,049","-167,015","-7,636",803,"-608,796","-67,213","1,717","-18,953"
2022-03-28,"69,700","3,114,130","-3,085,641","-74,841","760,413","-70,137","-148,772","17,318","-1,453","-579,460","29,873","16,479","-52,750"
2022-03-25,"69,800","4,965,615","-4,160,539","-963,774","-244,730","-81,329","-146,424","-5,447",-20,"-456,464","132,351","26,347","-29,360"
2022-03-24,"69,800","6,683,193","13,931,765","-20,670,071","-132,612","-15,896","164,697","-19,939,085","-6,680","-738,122","28,568","26,545","-2,373"
2022-03-23,"70,500","159,298","-549,686","375,838","961,825","-54,747","-152,867","-4,355",,"-521,710","12,077","2,473","147,692"
2022-03-22,"70,300","-78,706","9,380","95,872","1,014,292","-68,146","-84,509",500,"3,411","-806,603","-19,891","-6,655","36,927"
2022-03-21,"69,900","4,475,352","-2,578,748","-1,963,950","-867,071","-36,282","-177,371","-68,729",,"-639,864","53,684","13,662","-174,633"
2022-03-18,"70,700","2,163,269","-1,096,120","-1,035,441","-65,000","30,864","-139,901",164,"-1,346","-720,471","-36,443","4,735","-139,751"
2022-03-17,"71,200","-1,060,896","-355,216","1,349,681","1,306,620","-62,834","-58,547","8,670","-14,359","-178,784","69,082","-2,651","348,915"
2022-03-16,"70,400","125,992","-1,283,656","1,152,180","1,009,867","-48,437","-148,050","2,039",-361,"114,463","3,165","2,319","222,659"
2022-03-15,"69,500","2,948,567","-2,206,840","-710,699","-302,491","-15,401","-61,826","-6,939",,"-208,561","-34,061","3,033","-115,481"
2022-03-14,"70,200","599,188","548,743","-1,168,555","-209,621","23,807","-112,884","1,865",-785,"-830,133","30,550","-9,926","-40,804"
2022-03-11,"70,000","6,517,545","-3,719,940","-2,932,276","-976,126","4,072","-350,518","11,949","-5,447","-1,472,680","109,334","25,337","-143,526"
2022-03-10,"71,200","-5,512","-2,633,850","2,607,367","3,620,018","52,083","-313,767","33,742",,"-572,131","31,511",484,"-212,578"
2022-03-08,"69,500","4,483,003","-2,947,618","-1,692,339","-388,388",144,"-66,181",96,"-22,098","-931,848","132,603","24,351","-284,064"
2022-03-07,"70,100","8,956,561","-3,646,694","-5,494,412","-3,505,816","-2,045","-242,830","3,924","4,842","-1,355,375","150,050","34,495","-397,112"
2022-03-04,"71,500","5,977,573","-3,452,952","-2,587,972","-1,650,973","99,182","-252,578","6,593","32,459","-626,279","43,897","19,454","-196,376"
2022-03-03,"72,900","-2,022,180","624,221","1,346,735","998,899","175,440","-124,367","-3,128","2,315","111,096","51,228",-4,"186,480"
2022-03-02,"71,700","1,834,627","-796,010","-1,083,559","-510,052","60,263","28,770",-257,"-5,639","-582,229","41,051","3,891","-74,415"
2022-02-28,"72,100","3,402,348","-2,055,241","-1,426,438","-793,700","3,359","-150,038","-31,904","-1,082","-393,541","70,620","8,711","-59,532"
2022-02-25,"71,900","1,283,026","-1,776,256","475,205","965,088","-21,127","-97,379","-2,984",-150,"-368,151","12,533","5,492",-92
2022-02-24,"71,500","4,813,706","-2,311,187","-2,608,608","-1,593,387","-22,474","-78,305","12,447","-4,144","-579,785","85,144","20,945","-342,960"
2022-02-23,"73,000","1,837,727","-1,054,113","-767,191","502,226","-130,072","-151,075",403,"-1,113","-461,698","-19,108","2,685","-525,862"
2022-02-22,"73,400","1,595,039","489,828","-2,153,799","-1,281,658","-43,778","-64,761","13,398","-15,209","-622,530","64,210","4,722","-139,261"
2022-02-21,"74,200","1,118,650","117,857","-1,257,579","-535,416","82,893","25,473",52,-700,"-644,423","9,832","11,240","-185,458"
2022-02-18,"74,300","955,325","-832,661","-144,739","138,371","-32,511","48,538","5,324",-441,"-342,755","17,075","5,000","38,735"
2022-02-17,"75,000","-3,000,788","2,034,949","1,057,634","195,491","-29,926","577,380","-4,700","7,504","4,829","-85,667","-6,128","307,056"
2022-02-16,"74,800","-490,946","120,996","426,711","738,496","-31,932","143,913","-3,947",-250,"-51,856","-55,504","-1,257","-367,713"
2022-02-15,"73,700","-425,543","2,316","435,092","888,849","-16,141","60,696",54,-26,"-367,184","-12,773",908,"-131,156"
2022-02-14,"73,700","945,310","-1,758,669","814,643","515,950","-2,452","-172,511","8,681","-12,035","684,328","-5,135","3,851","-207,318"
2022-02-11,"74,900","-253,647","1,756,169","-1,488,456","-1,215,991","55,676","88,047","2,679","-16,392","-315,658","-13,498",-568,"-86,817"
2022-02-10,"75,400","-2,192,531","3,031,610","-756,605","-986,293","26,224","-214,496","-4,909","5,044","-185,082","-78,880","-3,594","602,907"
2022-02-09,"74,700","-2,338,741","1,408,182","937,347","768,137","68,260","42,277","-4,759","5,360","34,485","-2,738","-4,050","23,587"
2022-02-08,"73,500","-1,015,498","930,090","89,689","-128,954","-157,248","181,655","-3,916","2,284","-197,865","-1,942","-2,339","393,733"
2022-02-07,"73,000","3,470,271","347,016","-3,891,728","-3,108,473","60,191","69,694","5,569","5,870","-800,469","66,879","7,562","-124,110"
2022-02-04,"74,000","-395,173","828,699","-416,870","-573,726","27,727","138,071","11,793",-652,"-152,954","-9,272","-7,384","132,871"
2022-02-03,"73,300","1,467,853","-1,670,004","189,546","-545,838","96,603","324,811","28,479","5,488","245,332","7,166","5,439","34,671"
2022-01-28,"73,300","510,665","-1,500,793","923,680","545,194","254,341","335,255","-17,271",-385,"-516,920","62,973","3,475","323,466"
2022-01-27,"71,300","5,178,120","-1,581,015","-3,635,745","-461,290","-277,961","-407,704","22,619","-20,308","-2,468,358","23,986","14,654","-22,743"
2022-01-26,"73,300","712,506","-648,841","-73,303","912,304","-306,195","-60,681","-4,170",583,"-573,240","12,184","-2,546","-41,904"
2022-01-25,"74,000","1,652,157","-1,500,651","-165,315","-1,591","10,503","142,897","-14,965",-800,"-297,381","7,821","5,988","-3,978"
2022-01-24,"75,100","-1,734,790","-1,247,093","3,039,274","3,192,637","-311,537","26,838","-1,478","5,643","193,356","-57,115",-276,"-66,185"
2022-01-21,"75,600","2,861,596","-804,108","-2,035,944","-833,137","-192,356","-133,426","9,510","16,755","-774,140","-27,833","6,289","-129,150"
2022-01-20,"76,500","196,382","-564,291","385,779","1,145,814","-25,507","-83,781","4,375",-1,"-157,765","-19,656","1,786","-497,356"
2022-01-19,"76,300","422,971","-31,843","-345,717","486,451","-78,695","-135,605","-83,067","-1,779","-473,041","-53,390","7,979","-59,981"
